adv_dynamics_update/adv_advantage,adv_dynamics_update/adv_log_prob,adv_dynamics_update/adv_loss,adv_dynamics_update/all_loss,adv_dynamics_update/sl_loss,alpha,loss/actor,loss/alpha,loss/critic1,loss/critic2,rollout_info/num_transitions,rollout_info/reward_mean,timestep
-5.213078111410141e-10,317.3469844169617,28.555645043730735,-44.4160346224308,-44.42460135960579,0.9623367567658434,-4.425816263437268,-0.19290478614456552,4.351589033484476,4.354448448121549,122118.5,0.6707712539479861,1000
4.246830940246582e-10,379.219938079834,14.686466464281082,-56.119242265701295,-56.12364822006226,0.8719793490767482,-11.14006549835204,-0.6612700747549533,2.6174138869047114,2.5602581735849403,122197.0,0.6695115464936484,2000
-4.0838494896888733e-10,389.83834912109376,8.139251158595085,-56.62034836578369,-56.62279011917114,0.7907354437708847,-15.633254272460906,-1.1014445215463617,2.1558938462734187,2.09793118983507,122577.5,0.6695735263375368,3000
3.725290298461914e-11,379.81112896728513,3.7668642278909683,-56.8136216583252,-56.814751667022705,0.7175855770111064,-20.664660636901854,-1.4816296061277396,1.7124552369117736,1.699989255309104,122013.25,0.6662584527440012,4000
3.5529956221580506e-10,391.3873984375,7.856824188709259,-56.846641813755035,-56.84899884366989,0.6517426479458798,-25.891395299911515,-1.8844338333606727,2.0414616569280586,2.047149211764338,122421.75,0.6668227238025208,5000
2.966262400150299e-10,394.9410862426758,14.717439462900161,-56.88443419647217,-56.88884943008423,0.5899310318827629,-29.177800554275528,-2.3656511659622197,2.3087104822397224,2.3008105005025894,121796.25,0.6669520575320472,6000
-6.884802132844925e-10,397.08989959716797,6.753425492703915,-57.22196180343628,-57.22398785400391,0.5337670017480858,-31.859219345092775,-2.7981726484298695,2.6478849393725308,2.6549307395815878,122358.0,0.6706881248800582,7000
-3.0850060284137725e-10,399.61580401611326,6.46116197001934,-56.85916987907886,-56.86110816800594,0.48342136275768316,-34.559090986251846,-3.1732513129711153,3.1945169614553377,3.1943859451413195,122527.25,0.6702752619561537,8000
1.871958374977112e-10,404.02001260375977,3.9426595845222474,-57.736280242919925,-57.7374630241394,0.43813654357194903,-36.39100567054749,-3.5409176199436234,3.7744997541904457,3.7773566709756827,122214.75,0.6705473929626198,9000
3.539025783538818e-11,406.4182296447754,4.3433987854719165,-58.0476830406189,-58.04898608779907,0.39711133825778955,-38.20661981391917,-3.881410083770753,4.301077386021604,4.299192824363712,122309.75,0.671776650592574,10000
1.9883736968040466e-10,410.0816181640625,3.184745141029358,-58.24916083526611,-58.25011622619629,0.3599094797968863,-39.53884198760996,-4.238318866252901,4.5907150787114945,4.605451079607,122519.0,0.672218274479617,11000
3.1315721571445464e-10,413.37499429321286,4.851003158807755,-58.49862320709229,-58.50007850646973,0.3262737958431243,-40.32635001373291,-4.547945031166074,5.154326296210281,5.172723623871793,122134.5,0.6704279703040064,12000
2.7008354663848878e-11,415.32712109375,1.561261702299118,-58.683549964904785,-58.68401833724975,0.29592532247304926,-40.90092705917348,-4.776963652133953,5.8061861089468,5.788362846732149,122011.75,0.6721985615788652,13000
1.4901161193847657e-11,416.852133605957,-0.9376536555290222,-58.98318525695801,-58.98290395736694,0.26860214394330956,-41.67485587692257,-4.965489214420319,6.199782582521445,6.20731423592567,122304.75,0.6727515018881909,14000
-7.12461769580841e-11,421.7602915344238,4.512882442951202,-59.00888678741455,-59.010240631103514,0.2439788279831414,-42.2682957878113,-5.112500366210929,6.682869885444647,6.69430096495152,122117.0,0.6716549161745622,15000
-2.9848888516426087e-10,422.96972760009766,-0.4307481870651245,-59.364656677246096,-59.36452744293213,0.22161838571727324,-42.64209813308708,-5.2743084340095585,7.24555717468263,7.284190057754521,122219.5,0.6717807275884549,16000
4.44706529378891e-11,409.458541595459,7.999202718257904,-57.081698906898495,-57.08409862232208,0.20140961909294106,-42.56224533843982,-5.290173970222467,7.7706532504558545,7.8082377004623424,122233.75,0.6724434504908683,17000
-1.885928213596344e-11,412.74387863159177,-4.217663418292999,-58.150501415252684,-58.14923617553711,0.18316163881123043,-42.656405826568665,-5.343933035373688,8.56450648403167,8.614776896953572,122293.0,0.6678224662744785,18000
-7.450580596923828e-12,431.2960606689453,0.7592318249940873,-59.37018410873413,-59.37041184997559,0.1666574822366236,-42.212101928710844,-5.279729565620428,9.522017369270326,9.566534119367594,121999.25,0.6708119574217193,19000
1.4784745872020722e-11,437.61806271362303,-3.285767616868019,-59.780847675323486,-59.779861919403075,0.151878191500902,-41.796806026458796,-5.070549646854413,9.732920866012586,9.82711747550964,122306.25,0.67253276646736,20000
-1.1199153959751129e-10,440.46552752685545,-1.0428749190568924,-59.98552704238892,-59.985214111328126,0.13854029187560063,-41.07394595336927,-4.912804959297178,10.792425462484344,10.866321076631579,122504.0,0.672976652269537,21000
-6.542541086673737e-11,442.7205209350586,0.3307642738819122,-60.311049770355226,-60.311149005889895,0.1264988105297092,-40.09241232299796,-4.698515949487692,12.465015742778784,12.579983717203165,122248.5,0.6734252403423213,22000
1.1012889444828033e-10,446.11558755493166,-1.4523780378103257,-60.35992059326172,-60.35948484802246,0.11566239131242041,-39.17466594314571,-4.306789280652996,12.914403234005007,12.95068465709686,122482.75,0.673692769506015,23000
-6.565824151039123e-11,445.5811506652832,-4.0872917497158054,-60.61518305206299,-60.6139568901062,0.10583250096440323,-38.38879571151739,-4.10680346679686,13.825798115730295,13.848519262313832,122465.5,0.6727583043703381,24000
3.185123205184937e-10,448.983929901123,-5.6323918293714526,-60.74603580093384,-60.74434613037109,0.09677833532542002,-37.53544919204717,-3.8738027472496035,14.199127469301203,14.24191721916199,122635.75,0.6738681824150554,25000
-1.2223608791828155e-11,450.3520674133301,-6.2086295549869535,-60.8999680480957,-60.89810543823242,0.08856387709081173,-36.6736714038849,-3.5354873235225686,15.528286443471913,15.67157617473602,121951.25,0.6731782056338411,26000
4.610046744346619e-11,450.9453748779297,-5.206393872022629,-61.00475979614258,-61.003197868347165,0.08124801592528794,-36.14304634857187,-3.130841652631756,17.29622836184501,17.30376597309118,122168.25,0.6737991385463536,27000
-1.3387762010097504e-11,454.8856532287598,-11.294078705072403,-61.17211000061035,-61.16872178649902,0.07474286708235743,-35.16767660713189,-2.6952953438758893,19.089069291353265,19.057230077505107,122179.5,0.6728724745289656,28000
6.7520886659622196e-12,455.12880508422853,-9.8794914675951,-61.244623138427734,-61.24165930938721,0.06900083115696909,-34.52588833236685,-2.3341399606466338,20.691198724031448,20.80383588480951,122051.75,0.6741074416958033,29000
2.1606683731079103e-10,456.8346177368164,-9.925794870376587,-61.34920843505859,-61.34623069000244,0.06355355964228523,-34.01811384010307,-2.0396525792479503,23.165240640640214,23.39197940635681,122152.5,0.6733209238200346,30000
1.417938619852066e-10,456.4439698791504,-6.619537161231041,-61.42916426849365,-61.4271784362793,0.05887208055704832,-33.84371592140191,-1.5686852365434192,31.18721588945388,31.459291820049273,122420.5,0.6746422918524707,31000
-1.0477378964424133e-11,457.36266497802734,-16.147402948617934,-61.612718837738036,-61.60787462997437,0.0551492276266218,-33.97667352104178,-0.9705403352193546,36.33499963855753,36.46186307096474,122451.0,0.6748558031348622,32000
9.557697921991348e-11,458.36347958374023,-12.981214466810226,-61.688753623962405,-61.68485929107666,0.05280114546045659,-33.6963852653503,-0.3005558890774851,48.154444360733116,48.373301266670175,122103.75,0.6732486475338427,33000
-1.8952414393424987e-10,458.97033493041994,-16.967448941707612,-61.80981568527222,-61.80472543716431,0.05171090900152916,-32.695180824279674,-0.25383882621303155,63.199902853012055,64.1414219522477,122550.0,0.6747146049192783,34000
-2.9546208679676054e-10,461.13733557128904,-13.764685323953628,-60.99935070753097,-60.99522130560875,0.0508500081859528,-32.086320583343465,0.09557645044103268,91.0905492200852,92.93203348827342,122551.25,0.6747449096621909,35000
6.612390279769897e-11,455.54963552856447,-15.331656754851341,-61.86370458602905,-61.85910508728028,0.05269657079130415,-30.913828506469727,0.24988538929820037,126.04006535625443,127.91989721298226,122271.25,0.6746643117702634,36000
2.016313374042511e-10,460.31174224853515,-12.93457456305623,-62.00489448165894,-62.001014072418215,0.05521120887622236,-30.188819723129285,0.39612483536265763,172.61249079322798,175.54911413192704,122079.25,0.6729618014437972,37000
-9.872019290924072e-11,459.240193939209,-18.14255382323265,-62.17190618515015,-62.16646332550049,0.05959037774056196,-29.03923197984694,0.4098774591200051,196.0089754533767,199.3168905620572,122303.25,0.6737091943777389,38000
2.162996679544449e-10,460.06067510986327,-18.008444566488265,-62.26839098358154,-62.26298849487305,0.06352020216360679,-27.600227524161348,0.4689963059313595,267.1088421401985,270.80488560199683,122332.5,0.6740288660165611,39000
-1.0052463039755822e-10,456.81998626708986,-16.881392417669296,-60.33729726791382,-60.33223279190064,0.06975050523877148,-24.891344686031353,0.6614866448864352,405.75567762660967,418.96580659103455,122385.5,0.6738263433670773,40000
-1.5925616025924684e-10,461.22319577026366,-8.08091697883606,-62.317395965576175,-62.314971675872805,0.07572277510911221,-24.36301491516828,0.5102190292142331,399.10452070903915,403.52031332874327,122248.5,0.673888187043661,41000
2.0634615793824195e-10,462.78253146362306,-11.063167955160141,-62.47512882614136,-62.47180990600586,0.08205148112028844,-22.679383711099675,0.6066908428370951,595.0213464040738,606.1474532623276,122960.0,0.6746291439725218,42000
-1.608859747648239e-10,462.9679533691406,-5.6443786535263065,-62.55758107757568,-62.55588770675659,0.08936513788253089,-21.3222960371077,0.5701573987491422,787.8541907749179,813.6967660894397,122279.25,0.6735184826998584,43000
-4.3190084397792816e-11,434.51240948486327,-14.01247957265377,-61.245178369522094,-61.24097456169128,0.09631496365368376,-19.690514931231753,0.4957351162210098,1117.6121739120508,1118.821820367813,122376.75,0.67312672089133,44000
3.403984010219574e-10,447.04961178588866,-14.855374347150326,-61.92732621765137,-61.922869556427,0.10420778238028293,-18.04169356256723,0.6467083578705782,1168.3013023815163,1201.4053586864484,122031.75,0.6734281529496537,45000
2.162996679544449e-10,455.86833251953124,-9.259600129127502,-62.548011558532714,-62.54523373794556,0.11402670080214729,-14.810662434667345,0.6638937782645224,1571.1256388072982,1593.1719419364933,121812.75,0.6735446951851525,46000
7.404014468193054e-11,453.8233688659668,-10.893331893682479,-62.69911479949951,-62.69584683227539,0.1249840973094106,-11.808480021387329,0.6440821043998006,2211.578694038391,2235.26241157912,122290.75,0.6732845606529094,47000
2.1862797439098357e-10,458.58269470214844,1.9288119548559188,-62.91514641571045,-62.915725128173825,0.13592070689797406,-6.517597445338978,0.6907658503372227,2977.3482332057965,2973.693767740257,122195.0,0.6737762609556641,48000
-3.8207508623600006e-10,454.8120198364258,-14.477434864997864,-63.03075984573364,-63.026416652679444,0.14728648157417748,-0.11442601588368374,0.5071624849960203,4188.763514541632,4179.891546268466,122469.25,0.6742849178533503,49000
2.1245796233415603e-10,448.2970368347168,-12.324788448929787,-63.114596366882324,-63.11089888381958,0.1598361451029777,4.623113800644867,0.5965190871097152,4544.385488708513,4577.22085509491,122216.0,0.6716077778266452,50000
-7.217749953269958e-11,449.23007119750974,-14.451172053694725,-63.14470036697388,-63.1403649559021,0.17834583567082896,10.46904173529147,0.9095377905108046,6695.792751628879,6762.480124839779,122316.25,0.6732291416366779,51000
3.0174851417541505e-10,452.40329455566405,-15.804592506885529,-63.2397716178894,-63.23503023910523,0.19718867433071133,13.643987458378104,0.668065197087825,7235.808265182489,7430.811538558961,122715.25,0.674026667258687,52000
3.869645297527313e-10,452.16015661621094,-9.98253958594799,-63.370079284667966,-63.367084529876706,0.21349685078859362,19.47962546938655,0.49845185287483107,9597.265193412766,9823.002194755558,122044.5,0.6732500733747555,53000
3.5064294934272766e-10,461.7879567565918,-18.935075798511505,-63.52463235092163,-63.51895183563232,0.2299916100353003,26.727465719282673,0.4718200408704574,11513.503060981751,11456.20863885499,121976.75,0.6732316185284387,54000
1.2456439435482025e-11,459.3045281066895,-17.47742143046856,-63.58726565170288,-63.58202238845825,0.25237564435601284,36.607506805658325,0.5331630260627716,14593.125611083984,14787.528131477327,122551.0,0.6731820051573374,55000
3.3876858651638033e-10,460.5402201538086,-16.179095108389856,-63.5941660118103,-63.589312259674074,0.28047512215375897,48.548991003990295,0.6235785408504328,21517.434272430408,21830.61358479308,121755.5,0.6731469104543474,56000
-3.6600977182388307e-10,461.2672126159668,-16.88846336698532,-63.748619033813476,-63.74355249786377,0.3108997654616836,59.52721571445473,0.6353774314895274,26546.98353051754,26771.311167327898,122248.5,0.6733750043852947,57000
1.8673017621040345e-10,452.0993990783691,-17.29402149295807,-63.38416111755371,-63.37897289276123,0.3456847487390045,70.51209287071222,0.6487818071022633,34305.63880563348,33904.968729095475,122268.75,0.6747790739907347,58000
-6.114132702350616e-10,442.1422970275879,-10.874544993042946,-63.72577227401733,-63.72250994110107,0.3857270553112033,80.82996233940112,0.7459823060333726,41184.59261419678,41303.32786123664,122321.25,0.6736569899685555,59000
-4.4831540435552597e-10,456.6237523803711,-10.546047552824021,-63.90791251373291,-63.904748737335204,0.42944094488024637,94.07081251716636,0.6530635434389119,49667.288643463085,50126.92985406503,122583.5,0.6739156318204647,60000
-3.1781382858753204e-10,463.3044443359375,-12.000505744993687,-64.1064274673462,-64.10282731246949,0.4704780159294604,115.89107736778267,0.4456881619617342,76256.3691200564,77872.3785512085,121988.0,0.672907589800718,61000
1.5599653124809266e-10,460.00830905151366,-14.263000448346139,-64.16876182556152,-64.16448288726806,0.5132227337658404,136.81905447387695,0.43428235613554694,93233.70290161128,94179.31511828622,121945.75,0.6721817267268988,62000
-5.301553755998612e-10,459.82068814086915,-11.987396055817603,-64.23277389526368,-64.22917768859864,0.5698804798722266,155.36958706283573,0.4632521704137331,113031.02924066162,113574.3065404661,122620.75,0.6735574956243162,63000
-1.5064142644405365e-10,454.1602939758301,-9.908755088806153,-64.38339234542846,-64.38041973114014,0.6318213880062105,179.4483345832822,0.3466039176359766,137540.63977209476,137037.86778308116,122091.75,0.6728249874588358,64000
-3.828899934887886e-10,454.96681143188476,-12.219245401978492,-64.37639659500122,-64.37273078918457,0.6902077503204351,215.6679022903443,0.2478616133853791,205989.01427539086,206713.25034680203,122334.25,0.6741763799298061,65000
2.093147486448288e-10,452.54962017822265,-10.812391441106795,-64.34657083129883,-64.34332706069947,0.7663694410324108,239.79912937927253,0.24661125533282752,212512.85664294442,212951.1126684567,122323.5,0.674464742494207,66000
2.0640436559915542e-10,454.88116986083986,-5.395582943677902,-64.50732800292968,-64.50570938873291,0.8521279717683781,258.4722050476073,0.1455222365669908,233138.26238769505,235850.68064550852,122174.75,0.6731735094620686,67000
2.3958273231983183e-10,455.22131173706055,-10.685890890717506,-64.35604425811768,-64.35283850860596,0.934889834523201,304.6597657318114,0.05183582982886582,331892.63699584967,332172.13767822145,122143.75,0.6730772520931966,68000
3.7020072340965273e-10,461.615505279541,-12.911800578474999,-64.72832306289673,-64.7244494934082,0.997227249622345,348.68706709289506,-0.02826553028045058,431601.27440698165,435720.4002397455,122319.75,0.6739697515117207,69000
8.288770914077758e-11,465.2453651123047,-11.18966177380085,-64.82538876342774,-64.82203187561035,1.0,379.93454302978546,-0.14999947891011806,546069.7992060554,549473.2109521484,122124.75,0.6725297042804473,70000
2.8568319976329806e-10,459.67316702270506,-10.645423816919326,-64.88565303421021,-64.88245942687988,1.0,417.323156860352,-0.30559806549549057,667622.1969169924,666849.720143067,122083.5,0.6725989259175509,71000
3.136228770017624e-10,464.2565250854492,-13.315601200580597,-65.01916410064698,-65.0151693611145,1.0,423.64673236083934,-0.49524910798668886,722212.4908330083,720612.7028593756,122530.0,0.6736054646039772,72000
7.005874067544937e-10,460.8598935852051,-3.184687260389328,-64.86520893096923,-64.86425342941284,1.0,469.38605667114274,-0.7385358913838876,910350.1083735352,913340.2508251945,122256.25,0.6734107809584997,73000
-1.0710209608078003e-10,464.7491036376953,-7.194134996414185,-65.07317332077027,-65.07101501846313,1.0,523.4168591003424,-1.0014489091634768,1002110.455194334,1007133.2702651372,122323.25,0.6728378893872913,74000
-1.7497222870588301e-10,454.35123840332034,1.7660122992992402,-65.10931797790528,-65.1098477897644,1.0,571.0224029846189,-1.3110928628444665,1173152.4939047855,1185679.8046318372,122230.75,0.672778025137043,75000
-2.3283064365386963e-13,442.5736165466309,-8.018663866639137,-65.20138904953004,-65.1989835357666,1.0,587.686920410155,-1.7868230950832389,1385694.1331650398,1392922.377471682,122096.25,0.6731198311456341,76000
3.91155481338501e-11,445.9820621948242,-6.41273940128088,-65.22308650970459,-65.22116259384156,1.0,605.164053009033,-2.2053560285568223,1432988.9882949232,1452557.013333986,122047.5,0.6724472584232132,77000
-3.9441511034965514e-10,452.6609432067871,-4.361388388872147,-65.43044271469117,-65.42913424682617,1.0,657.1610783691423,-2.6361147657632866,1916222.0347656293,1897379.741606443,122168.75,0.6711235108445258,78000
4.773028194904327e-11,448.16988845825193,-8.736666313648223,-65.39261027145386,-65.38998928833009,1.0,709.3845033264155,-3.067245867729179,2683031.2961826166,2717393.562509767,122488.5,0.6727535077418793,79000
-2.323649823665619e-10,461.1814269104004,-4.575620701789856,-65.53382922744751,-65.53245659637452,1.0,780.3228367614739,-3.837313460826874,2798413.8424550733,2777905.8770117187,122590.5,0.6740081149150497,80000
3.296881914138794e-10,462.2631204223633,-4.754215965270996,-65.61473198318481,-65.61330576324463,1.0,865.7008176879874,-4.042664494991309,2854563.0124824173,2876341.333080082,122354.75,0.6730069861515866,81000
-3.834720700979233e-10,462.341151763916,0.3632950894832611,-65.0394490890503,-65.03955801773071,1.0,944.8103405456549,-4.830029263257995,3848503.7660625023,3831288.745441406,121998.75,0.6731706071632508,82000
-3.594905138015747e-10,463.0023903198242,-6.20615715110302,-64.98546559906006,-64.98360371017456,1.0,1079.9772613525402,-4.979193027257914,3062157.4657636783,3108433.9889277336,122214.0,0.6730836136735189,83000
2.1059531718492507e-10,466.5472449645996,-1.8864405529499053,-65.53083060455322,-65.53026462554932,1.0,1178.7596749267566,-5.532479173183436,4120432.1635410124,4151364.2024296764,122058.5,0.6723318238800892,84000
2.519809640944004e-10,464.88358984375,-5.528591253876686,-65.58275618362427,-65.58109756469726,1.0,1243.8989198608406,-5.969525115489965,4919970.284697278,4906708.097785156,122734.0,0.6733102212962964,85000
1.210719347000122e-10,469.14129592895506,-4.775662845015526,-65.6612306060791,-65.6597978515625,1.0,1274.406184204102,-6.588130701065067,3914620.728628913,3934390.3253749977,122423.75,0.6724771346827974,86000
-2.3725442588329313e-10,455.11363806152343,-8.741796499848366,-63.440359669685364,-63.437737005233764,1.0,1305.5029877929671,-6.9291701846122695,3577714.21365625,3601495.0142734353,122358.5,0.672928441957646,87000
1.6717240214347839e-10,461.70873529052733,-11.215493185937405,-65.29642986297607,-65.29306517410278,1.0,1398.201752197262,-7.202470659255981,4517495.356316398,4529083.086800783,122106.0,0.673079415162758,88000
-2.416782081127167e-10,467.7821640625,-8.938618143081666,-65.75995454025268,-65.75727299118041,1.0,1460.5365245971736,-7.8727686882019015,5170061.773042967,5178106.314273437,122185.0,0.6731893807508254,89000
5.029141902923584e-11,469.766782409668,-4.979769864678383,-65.73188705086709,-65.73039309108258,1.0,1554.2093132324187,-8.452168169498437,5201824.215843755,5222035.20403126,122299.25,0.6724529425010777,90000
2.3050233721733094e-11,471.7842844848633,-7.7675010322332385,-66.00805506134033,-66.00572480010986,1.0,1638.7859445190463,-8.843342398643491,5844983.828476559,5955321.294714846,122217.25,0.6734946834832508,91000
-2.5960616767406464e-11,471.9145708312988,-7.054894914269448,-66.1050718536377,-66.10295533752442,1.0,1793.0909781494136,-9.303927490234358,7482262.536957036,7478349.101527338,122375.5,0.6738664029779102,92000
2.307351678609848e-10,469.4843024597168,-10.710250087976455,-66.2043038482666,-66.20109063339234,1.0,1878.160619628908,-10.230727605819698,7505738.306460945,7468724.907648432,122040.5,0.6735407289510564,93000
-5.317851901054382e-10,461.3272476196289,-6.392355408668518,-66.24301415634156,-66.24109636306763,1.0,1971.7579609375023,-10.957431684494022,8033427.613789065,7928029.7122499915,122332.75,0.6738357021911273,94000
3.149616532027721e-10,457.8977113647461,-14.305240525841713,-66.36053386688232,-66.35624235916137,1.0,2038.1234910888652,-12.09019125843048,11353250.575085923,11421979.80361717,122285.75,0.673430101056714,95000
1.280568540096283e-10,445.1795524597168,-6.74060921049118,-64.08659662246704,-64.0845744934082,1.0,2050.633161376954,-13.298908319473243,10339996.039226554,10339289.843335947,122112.5,0.672757159686262,96000
-3.932509571313858e-10,466.85296228027346,-6.463614261388779,-64.66002950286865,-64.65809045410157,1.0,2248.021496704106,-14.992241224288936,13612833.863414062,13572848.795859385,122380.25,0.6735038801968054,97000
4.5518390834331514e-11,471.1717519836426,-7.033404052436352,-66.10202244567871,-66.09991250610352,1.0,2556.8228367920024,-13.855366202354437,19694803.237226572,20075614.485718742,122379.5,0.6742889249461896,98000
-1.5366822481155396e-11,469.5402218017578,-8.359504490613938,-66.1786703453064,-66.1761625289917,1.0,2808.836694213871,-15.165698800086966,14714334.337992202,14674220.386187507,122502.5,0.6731081957498859,99000
6.258487701416016e-10,475.5692833862305,-9.148251742243767,-66.39640695953369,-66.39366257858276,1.0,3039.6499199218842,-16.438030454635612,19726428.30721876,19741895.88035941,122246.75,0.6727828463854653,100000
3.450550138950348e-10,477.7751742553711,-4.34293380510807,-66.53176918792725,-66.53046635055541,1.0,3300.116225585943,-17.509353112220722,26441525.65995313,26755332.30609374,121933.75,0.6726643187844724,101000
1.4388933777809143e-10,482.1449240722656,-7.176537326514721,-66.74522441482544,-66.74307146072388,1.0,3433.1831423339813,-18.523569426536636,25549409.579734385,25826193.86328127,122377.75,0.6722787219399867,102000
6.984919309616089e-12,482.01168603515623,-2.988425373196602,-66.82644914627075,-66.82555251312256,1.0,3560.7055002441334,-19.366082363128694,19045185.594218764,19054706.9656719,121965.25,0.67348717699775,103000
3.8300640881061556e-11,482.62317211914063,-4.182351732969284,-66.40254296875,-66.40128824996948,1.0,3864.0778293457006,-19.90859445381164,20421567.13229684,20540877.541750018,122443.5,0.6722949105437029,104000
1.0849907994270325e-10,482.67675717163087,-2.0193359373807906,-66.58991353988648,-66.58930783462525,1.0,3986.5187961425777,-20.170097894668512,22243535.799453154,22480186.20557815,122340.0,0.6734218269216884,105000
7.206108421087265e-11,473.70731747436525,0.4615622732639313,-37.35329060167074,-37.3534286005497,1.0,4188.712092041023,-20.106293712615965,23880750.447562482,24004379.399890613,122767.75,0.6742922613656441,106000
-1.739244908094406e-10,477.0441489868164,-2.720933944940567,-66.49316568374634,-66.49234926605224,1.0,4312.563966064431,-21.009491621017435,28584402.396374993,28789771.460687447,121779.0,0.672192708419193,107000
7.078051567077637e-11,478.7288871154785,-5.415075750231743,-66.93839870071412,-66.93677413940429,1.0,4485.908290771475,-21.18625656318664,24614679.60543747,24920282.436687507,122227.5,0.672860825856579,108000
-2.637971192598343e-10,482.2702420349121,-8.14199674165249,-66.9870011177063,-66.98455852890015,1.0,4597.73872241211,-21.5522769031525,26597134.441593792,26548964.17306248,122196.5,0.6720252962904609,109000
